"Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal","BMI"
"Mara Isabel Fernndez Gutirrez","F",24,159,57,"Spain",1996,"Judo","Bronze",22.5465764803607
"Mara Isabel Fernndez Gutirrez","F",28,159,57,"Spain",2000,"Judo","Gold",22.5465764803607
"Jaime Francisco Fernandez","M",29,193,103,"Australia",2000,"Rowing","Silver",27.6517490402427
"Jrme Fernandez","M",31,199,106,"France",2008,"Handball","Gold",26.7670008333123
"Jrme Fernandez","M",35,199,106,"France",2012,"Handball","Gold",26.7670008333123
"Jess Fernndez Ojeca","M",22,194,98,"Spain",1996,"Handball","Bronze",26.0388989265597
"Juan Fernndez la Villa","M",23,174,73,"Spain",2008,"Hockey","Silver",24.1115074646585
"Lisa M. Fernandez (-Lujan)","F",25,167,77,"United States",1996,"Softball","Gold",27.6094517551723
"Lisa M. Fernandez (-Lujan)","F",29,167,77,"United States",2000,"Softball","Gold",27.6094517551723
"Lisa M. Fernandez (-Lujan)","F",33,167,77,"United States",2004,"Softball","Gold",27.6094517551723
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)","F",20,176,63,"United States",1992,"Tennis","Bronze",20.338326446281
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)","F",20,176,63,"United States",1992,"Tennis","Gold",20.338326446281
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)","F",24,176,63,"United States",1996,"Tennis","Gold",20.338326446281
"Osvaldo Fernndez Rodrguez","M",25,188,86,"Cuba",1992,"Baseball","Gold",24.3322770484382
"Rodolfo ""Rudy"" Fernndez Farrs","M",23,196,84,"Spain",2008,"Basketball","Silver",21.865889212828
"Rodolfo ""Rudy"" Fernndez Farrs","M",27,196,84,"Spain",2012,"Basketball","Silver",21.865889212828
"Rodolfo ""Rudy"" Fernndez Farrs","M",31,196,84,"Spain",2016,"Basketball","Bronze",21.865889212828
"Xabier Fernndez Gaztaaga","M",27,181,81,"Spain",2004,"Sailing","Gold",24.7245200085467
"Xabier Fernndez Gaztaaga","M",31,181,81,"Spain",2008,"Sailing","Silver",24.7245200085467
"Blanca Fernndez Ochoa","F",28,168,60,"Spain",1992,"Alpine Skiing","Bronze",21.2585034013605
"Francisco Fernndez Ochoa","M",21,171,65,"Spain",1972,"Alpine Skiing","Gold",22.2290619335864
"Fernanda ""Fernandinha"" Ferreira","F",32,172,66,"Brazil",2012,"Volleyball","Gold",22.3093564088697
"Merwyn Fernandis","M",21,159,62,"India",1980,"Hockey","Gold",24.5243463470591
"Fernando ""Fernando Brobr"" Pereira de Freitas","M",26,180,NA,"Brazil",1960,"Basketball","Bronze",NA
"Christine Stephanie Ferneck","F",24,169,60,"Germany",1992,"Hockey","Silver",21.0076677987465
"Lyndon Ferns","M",20,187,87,"South Africa",2004,"Swimming","Gold",24.8791787011353
"Wasim Feroz","M",25,NA,NA,"Pakistan",1992,"Hockey","Bronze",NA
"Giancarlo Ferrari","M",33,166,70,"Italy",1976,"Archery","Bronze",25.4028160836116
"Giancarlo Ferrari","M",37,166,70,"Italy",1980,"Archery","Bronze",25.4028160836116
"Gillian Ferrari","F",25,173,73,"Canada",2006,"Ice Hockey","Gold",24.3910588392529
"Jean-Nol Ferrari","M",26,187,87,"France",2000,"Fencing","Gold",24.8791787011353
"Mara Paz Ferrari","F",27,162,61,"Argentina",2000,"Hockey","Silver",23.2434080170706
"Matteo Ferrari","M",24,181,77,"Italy",2004,"Football","Bronze",23.5035560575074
"Roberto Ferrari","M",37,178,80,"Italy",1960,"Fencing","Bronze",25.2493372048984
"Roberto Ferraris","M",24,184,68,"Italy",1976,"Shooting","Bronze",20.0850661625709
"Pierpaolo Ferrazzi","M",27,180,73,"Italy",1992,"Canoeing","Gold",22.5308641975309
"Pierpaolo Ferrazzi","M",35,180,73,"Italy",2000,"Canoeing","Bronze",22.5308641975309
"Marcelo Bastos Ferreira","M",30,181,104,"Brazil",1996,"Sailing","Gold",31.745062727023
"Marcelo Bastos Ferreira","M",34,181,104,"Brazil",2000,"Sailing","Bronze",31.745062727023
"Marcelo Bastos Ferreira","M",38,181,104,"Brazil",2004,"Sailing","Gold",31.745062727023
"Wayne Richard Ferreira","M",20,185,85,"South Africa",1992,"Tennis","Silver",24.8356464572681
"Barbara Ann Ferrell (-Edmonson)","F",21,159,47,"United States",1968,"Athletics","Silver",18.5910367469641
"Barbara Ann Ferrell (-Edmonson)","F",21,159,47,"United States",1968,"Athletics","Gold",18.5910367469641
"Albert Ferrer Llopis","M",22,NA,NA,"Spain",1992,"Football","Gold",NA
"Juan Ferrer Lahera","M",24,180,78,"Cuba",1980,"Judo","Silver",24.0740740740741
"Beatriz Ferrer-Salat Serra de Migui","F",38,176,58,"Spain",2004,"Equestrianism","Bronze",18.724173553719
"Beatriz Ferrer-Salat Serra de Migui","F",38,176,58,"Spain",2004,"Equestrianism","Silver",18.724173553719
"Massimiliano Ferretti","M",26,194,85,"Italy",1992,"Water Polo","Gold",22.5847592730365
"John Edward Ferris","M",19,180,75,"United States",1968,"Swimming","Bronze",23.1481481481481
"John Edward Ferris","M",19,180,75,"United States",1968,"Swimming","Bronze",23.1481481481481
"Elizabeth Anne Esther ""Liz"" Ferris","F",19,157,54,"Great Britain",1960,"Diving","Bronze",21.9075824577062
"Michelle Louise Ferris","F",19,171,77,"Australia",1996,"Cycling","Silver",26.3328887520947
"Michelle Louise Ferris","F",23,171,77,"Australia",2000,"Cycling","Silver",26.3328887520947
"Cosimo Antonio Fabrizio Ferro","M",22,173,63,"Italy",1984,"Fencing","Bronze",21.0498179023689
"Jordi Ferrn Forn","M",22,181,78,"Spain",2000,"Football","Silver",23.8087970452672
"Bjrn Lars Johannes Erik Ferry","M",31,194,83,"Sweden",2010,"Biathlon","Gold",22.0533531724944
"Edward Payson ""Ed"" Ferry","M",23,193,89,"United States",1964,"Rowing","Gold",23.893258879433
"Karl Ferstl","M",34,182,85,"Austria",1980,"Sailing","Silver",25.6611520347784
"Nelli Vasilyevna Feryabnikova (Bilmayer-)","F",27,193,82,"Soviet Union",1976,"Basketball","Gold",22.0140137990282
"Nelli Vasilyevna Feryabnikova (Bilmayer-)","F",31,193,82,"Soviet Union",1980,"Basketball","Gold",22.0140137990282
"Serhiy Leonidovych Fesenko","M",21,188,77,"Soviet Union",1980,"Swimming","Gold",21.7858759619737
"Serhiy Leonidovych Fesenko","M",21,188,77,"Soviet Union",1980,"Swimming","Silver",21.7858759619737
"Sergey Vasilyevich Fesikov","M",23,187,72,"Russia",2012,"Swimming","Bronze",20.589665131974
"Nicole Fessel","F",30,170,55,"Germany",2014,"Cross Country Skiing","Bronze",19.0311418685121
"Vyacheslav Aleksandrovich ""Slava"" Fetisov","M",21,183,84,"Soviet Union",1980,"Ice Hockey","Silver",25.0828630296515
"Vyacheslav Aleksandrovich ""Slava"" Fetisov","M",25,183,84,"Soviet Union",1984,"Ice Hockey","Gold",25.0828630296515
"Vyacheslav Aleksandrovich ""Slava"" Fetisov","M",29,183,84,"Soviet Union",1988,"Ice Hockey","Gold",25.0828630296515
"Brigitte Fetzer (-Consuegra)","F",24,196,85,"East Germany",1980,"Volleyball","Silver",22.1261974177426
"Steffen Fetzner","M",23,170,60,"Germany",1992,"Table Tennis","Silver",20.7612456747405
"Nicholas David ""Nick"" Ffrost","M",21,174,70,"Australia",2008,"Swimming","Bronze",23.1206235962479
"Rossella Fiamingo","F",25,167,50,"Italy",2016,"Fencing","Silver",17.9282154254366
"Helena Fibingerov (-mdov)","F",27,179,88,"Czechoslovakia",1976,"Athletics","Bronze",27.4648107112762
"Marco Fichera","M",22,180,74,"Italy",2016,"Fencing","Silver",22.8395061728395
"Anja Fichtel-Mauritz (-Koper)","F",20,175,62,"West Germany",1988,"Fencing","Gold",20.2448979591837
"Anja Fichtel-Mauritz (-Koper)","F",20,175,62,"West Germany",1988,"Fencing","Gold",20.2448979591837
"Anja Fichtel-Mauritz (-Koper)","F",23,175,62,"Germany",1992,"Fencing","Silver",20.2448979591837
"Anja Fichtel-Mauritz (-Koper)","F",27,175,62,"Germany",1996,"Fencing","Bronze",20.2448979591837
"Peter Ficker","M",25,190,86,"Brazil",1976,"Sailing","Bronze",23.8227146814404
"Lszl Fidel","M",27,187,85,"Hungary",1992,"Canoeing","Silver",24.3072435585805
"Ole Gunnar Fidjestl","M",27,188,78,"Norway",1988,"Ski Jumping","Bronze",22.0688094160254
"Ellen Fiedler (Neumann-)","F",29,174,66,"East Germany",1988,"Athletics","Bronze",21.7994451050337
"Jens Fiedler","M",22,185,94,"Germany",1992,"Cycling","Gold",27.4653031409788
"Jens Fiedler","M",26,185,94,"Germany",1996,"Cycling","Gold",27.4653031409788
"Jens Fiedler","M",30,185,94,"Germany",2000,"Cycling","Bronze",27.4653031409788
"Jens Fiedler","M",30,185,94,"Germany",2000,"Cycling","Bronze",27.4653031409788
"Jens Fiedler","M",34,185,94,"Germany",2004,"Cycling","Gold",27.4653031409788
"Jrg Fiedler","M",26,193,89,"Germany",2004,"Fencing","Bronze",23.893258879433
"Wolfram Fiedler","M",20,177,82,"East Germany",1972,"Luge","Bronze",26.1738325513103
"Wolfram Fiedler","M",20,177,82,"East Germany-2",1972,"Luge","Bronze",26.1738325513103
"Connor Evan Fields","M",23,183,88,"United States",2016,"Cycling","Gold",26.2772850786825
"Michela Figini (-Camozzi)","F",17,168,61,"Switzerland",1984,"Alpine Skiing","Gold",21.6128117913832
"Michela Figini (-Camozzi)","F",21,168,61,"Switzerland",1988,"Alpine Skiing","Silver",21.6128117913832
"Pietro Figlioli","M",28,191,98,"Italy",2012,"Water Polo","Silver",26.8632987034347
"Pietro Figlioli","M",32,191,98,"Italy",2016,"Water Polo","Bronze",26.8632987034347
"Alfredo Figueredo Ricardo","M",24,185,85,"Cuba",1976,"Volleyball","Bronze",24.8356464572681
"Diego Antonio Figueredo Matiauda","M",22,185,75,"Paraguay",2004,"Football","Silver",21.9138056975895
"Gary Lee Figueroa","M",27,183,77,"United States",1984,"Water Polo","Silver",22.9926244438472
"scar Albeyro Figueroa Mosquera","M",29,159,62,"Colombia",2012,"Weightlifting","Silver",24.5243463470591
"scar Albeyro Figueroa Mosquera","M",33,159,62,"Colombia",2016,"Weightlifting","Gold",24.5243463470591
"Enrique Figuerola Camu","M",26,167,67,"Cuba",1964,"Athletics","Silver",24.023808670085
"Enrique Figuerola Camu","M",30,167,67,"Cuba",1968,"Athletics","Silver",24.023808670085
"Solenne Nadge Figus (-Saint Marie)","F",25,178,59,"France",2004,"Swimming","Bronze",18.6213861886125
"Sergey Ivanovich Filatov","M",33,172,81,"Soviet Union",1960,"Equestrianism","Gold",27.3796646836128
"Sergey Ivanovich Filatov","M",38,172,81,"Soviet Union",1964,"Equestrianism","Bronze",27.3796646836128
"Sergey Ivanovich Filatov","M",38,172,81,"Soviet Union",1964,"Equestrianism","Bronze",27.3796646836128
"Yuriy Mykolaiovych Filatov","M",24,190,90,"Soviet Union",1972,"Canoeing","Gold",24.9307479224377
"Yuriy Mykolaiovych Filatov","M",27,190,90,"Soviet Union",1976,"Canoeing","Gold",24.9307479224377
"Mariya Yevgenyevna Filatova (-Kurbatova)","F",14,136,30,"Soviet Union",1976,"Gymnastics","Gold",16.219723183391
"Mariya Yevgenyevna Filatova (-Kurbatova)","F",19,136,30,"Soviet Union",1980,"Gymnastics","Gold",16.219723183391
"Mariya Yevgenyevna Filatova (-Kurbatova)","F",19,136,30,"Soviet Union",1980,"Gymnastics","Bronze",16.219723183391
"Jens Filbrich","M",22,177,70,"Germany",2002,"Cross Country Skiing","Bronze",22.343515592582
"Jens Filbrich","M",26,177,70,"Germany",2006,"Cross Country Skiing","Silver",22.343515592582
"Jonelle Filigno","F",21,169,58,"Canada",2012,"Football","Bronze",20.307412205455
"Sergey Yuryevich Filimonov","M",29,178,76.5,"Kazakhstan",2004,"Weightlifting","Silver",24.1446787021841
"Roseline Filion","F",25,152,52,"Canada",2012,"Diving","Bronze",22.5069252077562
"Roseline Filion","F",29,152,52,"Canada",2016,"Diving","Bronze",22.5069252077562
"Nadiya Filipova","F",20,159,46,"Bulgaria",1980,"Rowing","Silver",18.1954827736245
"Filip Filipovi","M",21,196,101,"Serbia",2008,"Water Polo","Bronze",26.2911286963765
"Filip Filipovi","M",25,196,101,"Serbia",2012,"Water Polo","Bronze",26.2911286963765
"Filip Filipovi","M",29,196,101,"Serbia",2016,"Water Polo","Gold",26.2911286963765
"Alessia Filippi","F",21,186,63,"Italy",2008,"Swimming","Silver",18.210197710718
"Dmitry Rudolfovich Filippov","M",31,187,82,"Russia",2000,"Handball","Gold",23.4493408447482
"Nadezhda Nikolayevna ""Nadya"" Filippova","F",20,160,61,"Soviet Union",1980,"Hockey","Bronze",23.828125
"Ericlia ""Fil"" Bodziak","F",26,192,84,"Brazil",1996,"Volleyball","Bronze",22.7864583333333
"Valtteri Filppula","M",25,183,88,"Finland",2010,"Ice Hockey","Bronze",26.2772850786825
"Jennie Lynn Finch (-Daigle)","F",23,185,77,"United States",2004,"Softball","Gold",22.4981738495252
"Jennie Lynn Finch (-Daigle)","F",27,185,77,"United States",2008,"Softball","Silver",22.4981738495252
"Conrad Francis ""Conn"" Findlay","M",30,198,90,"United States",1960,"Rowing","Bronze",22.9568411386593
"Conrad Francis ""Conn"" Findlay","M",34,198,90,"United States",1964,"Rowing","Gold",22.9568411386593
"Conrad Francis ""Conn"" Findlay","M",46,198,90,"United States",1976,"Sailing","Bronze",22.9568411386593
"Karsten Finger","M",22,202,104,"Germany",1992,"Rowing","Silver",25.4876972845799
"Gavin Fingleson","M",28,177,87,"Australia",2004,"Baseball","Silver",27.7697979507804
"Rudi Fink","M",22,168,60,"East Germany",1980,"Boxing","Gold",21.2585034013605
"Michelle Bonae Finn (-Burrell)","F",27,165,52,"United States",1992,"Athletics","Gold",19.1000918273646
"Christopher Martin ""Chris"" Finnegan","M",24,183,75,"Great Britain",1968,"Boxing","Gold",22.3954134193317
"Sharon Evans Finneran (-Rittenhouse)","F",18,161,50,"United States",1964,"Swimming","Silver",19.2893792677752
"Yoel Segundo Finol Rivas","M",19,168,52,"Venezuela",2016,"Boxing","Bronze",18.4240362811791
"Domenico Fioravanti","M",23,179,76,"Italy",2000,"Swimming","Gold",23.7196092506476
"Domenico Fioravanti","M",23,179,76,"Italy",2000,"Swimming","Gold",23.7196092506476
"Deni Fiorentini","M",28,191,86,"Italy",2012,"Water Polo","Silver",23.5739151887284
"Mario Fiorillo","M",29,179,70,"Italy",1992,"Water Polo","Gold",21.8470085203333
"Tatyana Pavlovna Firova","F",21,174,59,"Russia",2004,"Athletics","Silver",19.4873827454089
"Tatyana Pavlovna Firova","F",25,174,59,"Russia",2008,"Athletics","Silver",19.4873827454089
"Tatyana Pavlovna Firova","F",29,174,59,"Russia",2012,"Athletics","Silver",19.4873827454089
"Anatoly Vasilyevich Firsov","M",22,176,75,"Soviet Union",1964,"Ice Hockey","Gold",24.2122933884298
"Anatoly Vasilyevich Firsov","M",27,176,75,"Soviet Union",1968,"Ice Hockey","Gold",24.2122933884298
"Anatoly Vasilyevich Firsov","M",31,176,75,"Soviet Union",1972,"Ice Hockey","Gold",24.2122933884298
"Andrea Fischbacher","F",24,164,58,"Austria",2010,"Alpine Skiing","Gold",21.5645449137418
"Aria Fischer","F",17,183,78,"United States",2016,"Water Polo","Gold",23.291229956105
"Carsten Fischer","M",22,185,80,"West Germany",1984,"Hockey","Silver",23.3747260774288
"Carsten Fischer","M",27,185,80,"West Germany",1988,"Hockey","Silver",23.3747260774288
"Carsten Fischer","M",30,185,80,"Germany",1992,"Hockey","Gold",23.3747260774288
"Fanny Fischer","F",21,175,63,"Germany",2008,"Canoeing","Gold",20.5714285714286
"Friedrich ""Fritz"" Fischer","M",27,181,77,"West Germany",1984,"Biathlon","Bronze",23.5035560575074
"Friedrich ""Fritz"" Fischer","M",31,181,77,"West Germany",1988,"Biathlon","Silver",23.5035560575074
"Friedrich ""Fritz"" Fischer","M",35,181,77,"Germany",1992,"Biathlon","Gold",23.5035560575074
"Gustav Fischer","M",44,176,75,"Switzerland",1960,"Equestrianism","Silver",24.2122933884298
"Gustav Fischer","M",48,176,75,"Switzerland",1964,"Equestrianism","Silver",24.2122933884298
"Gustav Fischer","M",52,176,75,"Switzerland",1968,"Equestrianism","Bronze",24.2122933884298
"Heike Fischer","F",25,172,62,"Germany",2008,"Diving","Bronze",20.9572742022715
"Heinrich ""Heini"" Fischer","M",22,188,87,"Switzerland",1972,"Rowing","Silver",24.6152105024898
"Makenzie Fischer","F",19,186,74,"United States",2016,"Water Polo","Gold",21.3897560411608
"Marcel Fischer","M",25,190,78,"Switzerland",2004,"Fencing","Gold",21.606648199446
"sa Nilla Maria Fischer","F",32,176,68,"Sweden",2016,"Football","Silver",21.952479338843
"Sven Fischer","M",22,186,82,"Germany",1994,"Biathlon","Bronze",23.7021620996647
"Sven Fischer","M",22,186,82,"Germany",1994,"Biathlon","Gold",23.7021620996647
"Sven Fischer","M",26,186,82,"Germany",1998,"Biathlon","Gold",23.7021620996647
"Sven Fischer","M",30,186,82,"Germany",2002,"Biathlon","Silver",23.7021620996647
"Sven Fischer","M",30,186,82,"Germany",2002,"Biathlon","Silver",23.7021620996647
"Sven Fischer","M",34,186,82,"Germany",2006,"Biathlon","Gold",23.7021620996647
"Sven Fischer","M",34,186,82,"Germany",2006,"Biathlon","Bronze",23.7021620996647
"Sven Fischer","M",34,186,82,"Germany",2006,"Biathlon","Gold",23.7021620996647
"Volker Fischer","M",25,187,90,"West Germany",1976,"Fencing","Silver",25.7370814149675
"Volker Fischer","M",33,187,90,"West Germany",1984,"Fencing","Gold",25.7370814149675
"Volker Fischer","M",38,187,90,"West Germany",1988,"Fencing","Silver",25.7370814149675
"Birgit Fischer-Schmidt","F",18,172,69,"East Germany",1980,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",26,172,69,"East Germany",1988,"Canoeing","Silver",23.3234180638183
"Birgit Fischer-Schmidt","F",26,172,69,"East Germany",1988,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",26,172,69,"East Germany",1988,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",30,172,69,"Germany",1992,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",30,172,69,"Germany",1992,"Canoeing","Silver",23.3234180638183
"Birgit Fischer-Schmidt","F",34,172,69,"Germany",1996,"Canoeing","Silver",23.3234180638183
"Birgit Fischer-Schmidt","F",34,172,69,"Germany",1996,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",38,172,69,"Germany",2000,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",38,172,69,"Germany",2000,"Canoeing","Gold",23.3234180638183
"Birgit Fischer-Schmidt","F",42,172,69,"Germany",2004,"Canoeing","Silver",23.3234180638183
"Birgit Fischer-Schmidt","F",42,172,69,"Germany",2004,"Canoeing","Gold",23.3234180638183
"Erik J. Fish","M",20,194,81,"Canada",1972,"Swimming","Bronze",21.5219470719524
"Jennifer Lee ""Jenny"" Fish (-Baker)","F",18,173,64,"United States",1968,"Speed Skating","Silver",21.3839419960573
"Mardy Simpson Fish","M",22,187,81,"United States",2004,"Tennis","Silver",23.1633732734708
"Maree Beverley Fish","F",25,161,71,"Australia",1988,"Hockey","Gold",27.3909185602407
"Hugh Fisher","M",28,183,83,"Canada",1984,"Canoeing","Bronze",24.7842575173938
"Hugh Fisher","M",28,183,83,"Canada",1984,"Canoeing","Gold",24.7842575173938
"William ""Willie"" Fisher","M",20,177,71,"Great Britain",1960,"Boxing","Bronze",22.662708672476
"Sari Kristiina Fisk","F",26,163,65,"Finland",1998,"Ice Hockey","Bronze",24.4646016033724
"Doris Fitschen","F",31,175,64,"Germany",2000,"Football","Bronze",20.8979591836735
"Benita P. Fitzgerald-Brown (-Mosley)","F",23,178,65,"United States",1984,"Athletics","Gold",20.5150864789799
"Theresa Matauaina Fitzpatrick","F",21,168,75,"New Zealand",2016,"Rugby Sevens","Silver",26.5731292517007
"Casey J. FitzRandolph","M",27,180,79,"United States",2002,"Speed Skating","Gold",24.3827160493827
"Oliver Fix","M",23,179,72,"Germany",1996,"Canoeing","Gold",22.4712087637714
"Nils Olav Fjeldheim","M",27,178,80,"Norway",2004,"Canoeing","Bronze",25.2493372048984
"Kenneth Eliot ""Ken"" Flach","M",25,185,75,"United States",1988,"Tennis","Gold",21.9138056975895
"Thomas Flach","M",32,186,95,"East Germany",1988,"Sailing","Gold",27.4598219447335
"Thomas Flach","M",40,186,95,"Germany",1996,"Sailing","Gold",27.4598219447335
"Laura Jean ""Laurie"" Flachmeier (-Corbelli)","F",27,184,75,"United States",1984,"Volleyball","Silver",22.1526465028355
"Eric Joseph Flaim","M",20,173,73,"United States",1988,"Speed Skating","Silver",24.3910588392529
"Eric Joseph Flaim","M",26,173,73,"United States",1994,"Short Track Speed Skating","Silver",24.3910588392529
"Didier Flament","M",25,170,69,"France",1976,"Fencing","Bronze",23.8754325259516
"Didier Flament","M",29,170,69,"France",1980,"Fencing","Gold",23.8754325259516
"Jeanne Ann Flanagan","F",27,177,81,"United States",1984,"Rowing","Gold",25.8546394714163
"Shalane Flanagan (-Edwards)","F",27,166,47,"United States",2008,"Athletics","Silver",17.056176513282
"Herv Flandin","M",28,181,73,"France",1994,"Biathlon","Bronze",22.2825921064681
"Ann Kristin Aafedt Flatland","F",31,173,62,"Norway",2014,"Biathlon","Bronze",20.7156938086805
"Jessie Alexandra Fleming","F",18,164,55,"Canada",2016,"Football","Bronze",20.4491374182035
"Peggy Gale Fleming (-Jenkins)","F",19,163,50,"United States",1968,"Figure Skating","Gold",18.8189243102864
"Valerie S. Fleming","F",29,173,77,"United States-1",2006,"Bobsleigh","Silver",25.7275552140065
"Vernon ""Vern"" Fleming","M",22,195,84,"United States",1984,"Basketball","Gold",22.0907297830375
"Thomas Flemming","M",21,189,86,"East Germany",1988,"Swimming","Bronze",24.0754738109235
"Thomas Flemming","M",21,189,86,"East Germany",1988,"Swimming","Silver",24.0754738109235
"Laura lodie Flessel-Colovic","F",24,171,55,"France",1996,"Fencing","Gold",18.8092062514962
"Laura lodie Flessel-Colovic","F",24,171,55,"France",1996,"Fencing","Gold",18.8092062514962
"Laura lodie Flessel-Colovic","F",28,171,55,"France",2000,"Fencing","Bronze",18.8092062514962
"Laura lodie Flessel-Colovic","F",32,171,55,"France",2004,"Fencing","Silver",18.8092062514962
"Laura lodie Flessel-Colovic","F",32,171,55,"France",2004,"Fencing","Bronze",18.8092062514962
"Gabrielle Rose ""Rosey"" Fletcher","F",30,175,68,"United States",2006,"Snowboarding","Bronze",22.2040816326531
"Theoren Wallace ""Theo"" Fleury","M",33,168,82,"Canada",2002,"Ice Hockey","Gold",29.0532879818594
